value,key,tc,definition
Enhanced Accidental Death Benefit,OLI_OPTTYPE_ADC,35
Enhanced Cash Value Option,OLI_OPTTYPE_ENHANCEDCV,38
Enhanced Death Benefit,OLI_OPTTYPE_ENHCDDTHBNFT,128
Estate Preservation Rider,OLI_OPTTYPE_ESTATEPRESERVE,146
Estate Protection,OLI_OPTTYPE_ESTATEPROT,22
Estate Tax Repeal Rider,OLI_OPTTYPE_ESTATETAXREPEAL,147
Exchange of Insured Option,OLI_OPTTYPE_EXCIO,65
Exchange Provision,OLI_OPTTYPE_EXCHANGE,8
Extended Maturity,OLI_OPTTYPE_EXTMATURITY,28
Extension of Benefit Option,OLI_OPTTYPE_EXTBO,31
Extension of Conversion Period Option,OLI_OPTTYPE_ECPO,135
Extra Protection Option,OLI_OPTTYPE_EXPEXTRA,77
Family Benefit,OLI_OPTTYPE_FAMILY,123
Female Add-On Benefit,OLI_OPTTYPE_FEMDRDDISEASE,84
Functional Impairment,OLI_OPTTYPE_FUNCIMP,116
Funeral Benefit,OLI_OPTTYPE_FUNERAL,100
Group to Individual Policy Conversion,OLI_OPTTYPE_LIFECONV,109
Guaranteed Insurance Option,OLI_OPTTYPE_GUARIR,66
Guaranteed Issue Option at specified Life Events,OLI_OPTTYPE_GRNTEISSUE,136
Guaranteed Issue Option due to Birth or Adoption,OLI_OPTTYPE_ADDCHILD,76
Guaranteed Issue Option due to Marriage,OLI_OPTTYPE_ADDMARR,75
Healthy Engagement Rider,OLI_OPTTYPE_HEALTHY,148
HIV Accelerated Benefit Option,OLI_OPTTYPE_HIV,37
Hospice Care,OLI_OPTTYPE_HOSPICECARE,87
Hospital Benefit,OLI_OPTTYPE_HOSP,82
Joint Last to Die Payment on First Death,OLI_OPTTYPE_JOINTPAY,131
Known and Unknown,OLI_OPTTYPE_CATCHALL,114
Living Needs Benefit,OLI_OPTTYPE_LIVNEEDS,20
Long Term Care Accelerated Benefit Option,OLI_OPTTYPE_LTCABO,30
Long Term Care Non-forfeiture,OLI_OPTTYPE_LTCNONFOR,42
Loyalty Discount,OLI_OPTTYPE_LOYALTY,121
Marital Discount,OLI_OPTTYPE_MARITAL,119
Maternity,OLI_OPTTYPE_MATERNITY,41
Medical aid premium waiver,OLI_OPTTYPE_WPMED,46
Military Aviation,OLI_OPTTYPE_MILITARYAVIATION,117
No Lapse Guarantee Option,OLI_OPTTYPE_NOLAPSE,9
Occupation Specific Disability Benefit,OLI_OPTTYPE_DISSIMOCC,83
Option to Purchase Add'l Ins Underwriting Req'd,OLI_OPTTYPE_FTO,36
Option to Purchase Additional Insurance,OLI_OPTTYPE_OPAI,10
Option to Purchase Paid-Up Additions,OLI_OPTTYPE_OPPUA,34
Other,OLI_OTHER,2147483647
Overloan Protection Rider,OLI_OPTTYPE_OPR,122
Payor Death Benefit,OLI_OPTTYPE_PAYORDB,11
Payor Disability,OLI_OPTTYPE_PAYORDI,12
Permanent or Partial Incapacity,OLI_OPTTYPE_PPINC,81
Persistency Bonus Option,OLI_OPTTYPE_PERSIST,13
Physical Impairment,OLI_OPTTYPE_PHYSIMP,115
Policy Split Option,OLI_OPTTYPE_SPLIT,15
Pool of Money,OLI_OPTTYPE_POOLOFMONEY,125
Portability of Health Coverage,OLI_OPTTYPE_PORT,110
Premium Guarantee Option,OLI_OPTTYPE_PGO,14
Premium Holiday (Waiver),OLI_OPTTYPE_PREMHOLIDAY,151
Premium Reserve Rider,OLI_OPTTYPE_PREMRESERVE,149
Premium Waiver - Joint Insured Only,OLI_OPTTYPE_WPJOINT,44
Pre-Pay Discount,OLI_DISCOUNT_PREPAY,53
Presumptive Disability for a Specific Loss,OLI_OPTTYPE_PRESUMPTDISABLE,88
PVT Met Values Plus Option,OLI_OPTTYPE_VALUESPLUS,45
Qualified Adult Discount,OLI_OPTTYPE_QUALADLT,58
Relaxation of Minimum Premium,OLI_OPTTYPE_RELAXMINPREM,24
Repatriation of Remains,OLI_OPTTYPE_REMAINS,107
Respread option for joint/multi-life on 1st death,OLI_OPTTYPE_RESPREAD,133
Retrenchment,OLI_OPTTYPE_RETRENCH,134
Return of Premium - End of Specified Term,OLI_OPTTYPE_ROPT,118
Return of Premium on Critical Illness,OLI_OPTTYPE_CIROPRIDER,156
Return of Premium - on Death,OLI_OPTTYPE_COSTREC,21
Return of Premium - on First Death,OLI_OPTTYPE_COSTREC1ST,154
Return of Premium - on Second Death,OLI_OPTTYPE_COSTREC2ND,155
Return of Premium - on Surrender,OLI_OPTTYPE_MBGUAR,29
Salary Increase,OLI_OPTTYPE_SALINCREASE,27
Seatbelt Benefit,OLI_OPTTYPE_SEATBELT,102
Select Health Discount,OLI_OPTTYPE_SELECTHEALTH,54
Small Business Discount,OLI_OPTTYPE_SMALLBUS,120
Spousal Discount,OLI_OPTTYPE_SPOUSAL,56
Suicide,OLI_OPTTYPE_SUICIDE,111
Suicide Clause,OLI_OPTTYPE_SUICIDECLAUSE,80
Surrender Charge Adjustment,OLI_OPTTYPE_SURRCHARGEADJ,129
Surrender Value Enhancement,OLI_OPTTYPE_SURRVALUEENHANCE,130
Surviving Insured Conversion,OLI_OPTTYPE_SURJTTERM,79
Survivorship Additional Benefit,OLI_OPTTYPE_SURVAB,67
Survivorship Insurance Rider,OLI_OPTTYPE_SURVIR,68
Terminal Illness Rider,OLI_OPTTYPE_TERMINALILL,150
Terrorism Benefit,OLI_OPTTYPE_TERROR,113
Travel Assistance Program,OLI_OPTTYPE_TRAVEL,104
Unknown,OLI_UNKNOWN,0
Waiver of Monthly Deductions (WMD),OLI_OPTTYPE_WMD,16
Waiver of Premium,OLI_OPTTYPE_WP,17
Waiver of Surr Chrgs on Nursing Home Confinement,OLI_OPTTYPE_WSCNH,124
War Risk,OLI_OPTTYPE_WAR,112
Worksite modification,OLI_OPTTYPE_WORKSITE,106
Long-Term Care Acceleration of Death Benefit Rider,OLI_OPTTYPE_LTCADBR,1009900009,
Extension of Benefits for Long-Term Care with Indexed Coverage Rider,OLI_OPTTYPE_EBLTICR,1009900008,
